BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,P_BAD1,P_BAD0,EM_PROBABILITY,EM_PROBABILITY
0,27400,46575,85263,DebtCon,Office,1,0,0,155.6470412,2,19,39.4893172,0.116509428,0.883490572,0.883490572,0
0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.5330279,0,13,41.64417205,0.086733786,0.913266214,0.913266214,0
0,27400,41370,70528,DebtCon,Office,6.625604094,0,0,180.204345,1,21,33.4950887,0.061148254,0.938851746,0.938851746,0
0,27500,54511,54607.13602,DebtCon,Other,9,0,1,140.247796,3,29,40.2782983,0.203316092,0.796683908,0.796683908,0
0,20701.43236,20327.81864,149877,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.41516685,0.109563661,0.890436339,0.890436339,0
0,27500,145774,206788,HomeImp,ProfExe,4,0,0,191.9410188,0,27,38.00119223,0.06641126,0.93358874,0.93358874,0
0,27500,132000,179000,DebtCon,ProfExe,1,1,0,226.2333333,2,19,,0.106149958,0.893850042,0.893850042,0
1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,,0.106149958,0.893850042,0.893850042,0
0,27500,150666,192346,HomeImp,Self,3,0,0,177.8714733,0,17,39.97865033,0.114707115,0.885292886,0.885292886,0
0,27500,,40807,DebtCon,Other,8,1,,95.53351917,,13,20.39892362,0.106149958,0.893850042,0.893850042,0
0,27500,69579,117799,DebtCon,Other,5,0,0,84.3731245,2,32,38.86212081,0.131071402,0.868928598,0.868928598,0
1,27500,97601,136546,DebtCon,Other,9,0,0,80.49714707,5,39,,0.106149958,0.893850042,0.893850042,0
0,27500,131269,211014,DebtCon,ProfExe,2.890204984,0,0,234.3512888,2,26,18.73514744,0.021100571,0.97889943,0.97889943,0
0,6153.154325,23439,47177,DebtCon,Other,25,0,0,112.8945073,0,11,23.02289409,0.040459621,0.959540379,0.959540379,0
0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.2239708,0.063219946,0.936780054,0.936780054,0
0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.3706614,1,33,38.19125134,0.052773565,0.947226435,0.947226435,0
0,27600,60039,86166,DebtCon,Office,0,0,0,100.9493217,0,23,33.82093404,0.065692074,0.934307926,0.934307926,0
0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.01531648,0.054339492,0.945660508,0.945660508,0
0,27600,103898,130784,DebtCon,Office,11,0,0,147.1283978,0,29,42.00981358,0.08229398,0.91770602,0.91770602,0
0,27600,131887,174323,DebtCon,Mgr,0,0,0,243.053713,2,24,35.27186703,0.059001527,0.940998473,0.940998473,0
0,27600,150120,191972,HomeImp,Self,3,0,0,178.0384911,1,16,41.80742805,0.145711298,0.854288702,0.854288702,0
0,27600,64818,91915,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433,0.069798403,0.930201597,0.930201597,0
0,27600,153063,202542,HomeImp,Other,10,0,0,266.938956,2,33,42.82914582,0.0962672,0.9037328,0.9037328,0
0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771,0,23,34.76057541,0.071580685,0.928419315,0.928419315,0
0,27600,,117581,DebtCon,Mgr,10,0,0,165.0058394,0,27,34.99872778,0.106149958,0.893850042,0.893850042,0
0,27600,54328,94216,DebtCon,Other,24,1,2,188.3937419,1,19,26.83331217,0.17119908,0.82880092,0.82880092,0
0,27600,55192.54743,157940,DebtCon,Mgr,4,0,0,288.8865396,0,24,38.22673698,0.066933641,0.933066359,0.933066359,0
0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.2828535,0,24,36.94827386,0.045801802,0.954198198,0.954198198,0
0,27600,50042.07585,106906,DebtCon,ProfExe,12,0,0,288.8495515,1,32,38.98401301,0.063101555,0.936898445,0.936898445,0
0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.08868135,0.072556131,0.927443869,0.927443869,0
0,27600,129311,188143,DebtCon,Mgr,1,,,122.5168848,,39,30.47417374,0.106149958,0.893850042,0.893850042,0
0,27600,74964,118507,DebtCon,Other,5,0,0,91.7112462,1,32,39.14675577,0.114532322,0.885467678,0.885467678,0
0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.38458848,0.128612454,0.871387547,0.871387547,0
0,27700,103249,206521,DebtCon,Other,24,0,0,196.7816329,0,19,25.68817634,0.037116315,0.962883685,0.962883685,0
1,27700,97834,132396,HomeImp,ProfExe,13.05854436,0,2,303.9519145,2,26,6.887024127,0.020592952,0.979407048,0.979407048,0
0,27700,54617,87722,DebtCon,Other,9,0,1,132.4113818,3,29,39.63110299,0.215456311,0.78454369,0.78454369,0
0,25814.02459,73148,101462,DebtCon,ProfExe,10,0,0,264.6053894,0,33,40.47579335,0.058330373,0.941669627,0.941669627,0
1,27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,,0.106149958,0.893850042,0.893850042,0
1,27700,61396,111627,,Self,20,0,0,87.00250011,0,4,84.61388869,0.106149958,0.893850042,0.893850042,0
0,27700,25947,49836,DebtCon,Other,24,0,0,120.0258521,0,10,23.81017336,0.04048216,0.95951784,0.95951784,0
0,27700,77886,114494,DebtCon,ProfExe,9,0,0,118.4713538,0,18,28.34407839,0.044769125,0.955230875,0.955230875,0
0,27700,54541,78832,DebtCon,Office,0,0,0,186.0208426,2,19,39.61433498,0.104169156,0.895830844,0.895830844,0
0,27700,149169,183234,DebtCon,ProfExe,8,0,0,314.7858392,0,35,37.63668272,0.036758635,0.963241365,0.963241365,0
1,27700,13247.83763,39000,DebtCon,Mgr,12,3,0,212.0666667,0,46,,0.106149958,0.893850042,0.893850042,0
1,13813.75339,83300,,HomeImp,Mgr,20,1,4,247.9333333,1,19,,0.106149958,0.893850042,0.893850042,0
1,27700,85285,116468,DebtCon,Other,9,0,0,312.8079284,0,36,35.96802437,0.041942788,0.958057212,0.958057212,0
0,27700,76055,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.98355812,0.064587314,0.935412686,0.935412686,0
0,27700,,42515,DebtCon,Other,11,1,,95.04307414,,13,20.20903769,0.106149958,0.893850042,0.893850042,0
0,27700,120070,153652,DebtCon,Office,4,,,300.1680612,2,35,43.92019123,0.106149958,0.893850042,0.893850042,0
0,27700,141930,182516,DebtCon,ProfExe,0,0,0,235.6305765,2,19,41.9588135,0.099545941,0.900454059,0.900454059,0
0,27700,35132,71456,DebtCon,Mgr,13,0,0,84.8749672,5,16,35.65073032,0.149102411,0.850897589,0.850897589,0
0,27700,67446,99206,DebtCon,ProfExe,11,0,0,286.9659711,0,32,38.9951644,0.050926702,0.949073298,0.949073298,0
0,2152.163013,114417,150849,DebtCon,Mgr,5,0,0,285.3861264,0,24,38.58192387,0.05421567,0.94578433,0.94578433,0
0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.85589547,0.054238897,0.945761104,0.945761104,0
0,27800,19600,50594,DebtCon,Other,24,0,0,137.2340443,1,10,24.52237465,0.047553223,0.952446777,0.952446777,0
1,27800,64804,97553,DebtCon,Other,15,1,0,105.0986638,1,17,32.17786106,0.11648553,0.883514471,0.883514471,0
0,27800,29715.14763,169440,DebtCon,Mgr,2,0,0,235.728547,1,24,34.84415543,0.080627155,0.919372845,0.919372845,0
0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.1755675,0,35,38.59599092,0.040305027,0.959694973,0.959694973,0
0,27800,181405,229116,DebtCon,ProfExe,0,0,0,297.9981443,0,32,43.52042818,0.061115627,0.938884373,0.938884373,0
0,27900,55859,92179,DebtCon,Office,0,0,1,94.93254438,0,23,33.09789894,0.108592017,0.891407983,0.891407983,0
0,14843.90344,73630,106757,DebtCon,ProfExe,11,0,0,282.7596984,1,32,38.26657321,0.056592201,0.943407799,0.943407799,0
0,27900,137006,207997,HomeImp,ProfExe,0.34934972,0,0,194.0931469,1,28,36.90607516,0.072956604,0.927043396,0.927043396,0
0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.1032514,1,32,38.25030605,0.054713741,0.945286259,0.945286259,0
0,27900,69589,115061,DebtCon,Other,0.304325652,0,0,97.8638453,1,32,41.47397173,0.135860635,0.864139365,0.864139365,0
1,27900,62264,39604,DebtCon,Sales,10,3,1,118.7782646,7,23,48.07753147,0.86667276,0.133327241,0.86667276,0
0,27900,149359,192955,HomeImp,Self,0,0,0,172.5795906,1,16,40.13553136,0.13585261,0.86414739,0.86414739,0
0,27900,142346,185057,DebtCon,ProfExe,9,0,1,155.548699,0,36,39.39704272,0.104889983,0.895110017,0.895110017,0
0,27900,50988,81533,DebtCon,Office,1,0,0,167.6144501,2,18,40.62088475,0.119376752,0.880623248,0.880623248,0
0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.9596262,2,27,33.94246485,0.074107768,0.925892232,0.925892232,0
0,27900,135511,34415.99595,DebtCon,ProfExe,1,1,0,241.0522835,2,19,38.60649271,0.080612411,0.91938759,0.91938759,0
1,11692.42898,90694,121543,DebtCon,Mgr,5,2,1,107.0462506,8,15,0.838117525,0.075608601,0.924391399,0.924391399,0
0,28000,58002,79846.48717,DebtCon,Other,9,0,1,129.575352,2,29,39.36269322,0.186162005,0.813837995,0.813837995,0
0,28000,59775,87390,DebtCon,Other,8,0,0,138.4864766,3,30,41.54380471,0.147822338,0.852177662,0.852177662,0
0,28000,140770,209726,HomeImp,ProfExe,5,0,0,190.329522,0,27,38.88660597,0.072508634,0.927491366,0.927491366,0
0,24012.28271,49764,74526,DebtCon,Other,24,,1,294.594783,1,30,37.61130938,0.106149958,0.893850042,0.893850042,0
0,18866.44031,62376,104073,DebtCon,Other,5.222162182,1,0,146.1419296,0,30,39.75984964,0.145763151,0.85423685,0.85423685,0
0,28000,77322,118082,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384,0.113734741,0.886265259,0.886265259,0
0,28000,68000,106000,HomeImp,Other,6,,,114.7,11,21,,0.106149958,0.893850042,0.893850042,0
1,28000,86600,127000,DebtCon,ProfExe,2.93726435,0,4,234.3666667,5,35,,0.106149958,0.893850042,0.893850042,0
1,28000,28042,55389.21136,DebtCon,ProfExe,14,2,4,121.7333333,4,28,,0.106149958,0.893850042,0.893850042,0
0,28000,96015,127551,DebtCon,ProfExe,0,1,0,196.5234881,3,37,34.87164312,0.100245568,0.899754433,0.899754433,0
0,28100,100420,207737,DebtCon,Other,22,0,0,197.1981219,0,19,26.37254872,0.039970143,0.960029857,0.960029857,0
0,28100,135991,183598,DebtCon,Mgr,0,,,131.5891244,,38,31.08561766,0.106149958,0.893850042,0.893850042,0
0,28100,96160,128767,DebtCon,Office,10,0,1,154.672858,0,29,41.11794458,0.128803039,0.871196961,0.871196961,0
0,28100,86778,110851,DebtCon,Office,9,0,0,398.4023372,0,44,41.04058878,0.035370421,0.964629579,0.964629579,0
0,28100,32470,54522,DebtCon,Other,35,0,0,295.4966835,0,23,38.7994829,0.057153192,0.942846808,0.942846808,0
1,28100,61000,99000,DebtCon,Mgr,7,0,1,129.1666667,1,31,,0.106149958,0.893850042,0.893850042,0
1,28100,72100,112000,DebtCon,ProfExe,20,4,1,120.7333333,1,58,,0.106149958,0.893850042,0.893850042,0
0,28100,112564,162129,DebtCon,ProfExe,7,0,0,115.564462,2,26,33.09168147,0.071376702,0.928623298,0.928623298,0
1,28100,75768,,DebtCon,Other,9,,0,133.121867,3,33,46.75180011,0.106149958,0.893850042,0.893850042,0
0,24804.27471,15047.38729,123674,DebtCon,Other,1,0,1,189.7347419,2,25,41.67698554,0.265038574,0.734961426,0.734961426,0
0,18947.15263,68918.48474,129352,DebtCon,Office,1,0,0,302.8032607,0,23,36.39047361,0.051642045,0.948357955,0.948357955,0
0,28200,5936.315777,97555,DebtCon,Other,17,0,1,130.4507649,0,29,38.0927303,0.172543949,0.827456051,0.827456051,0
0,17924.62639,44363,72966,DebtCon,Mgr,16,1,0,82.27059459,6,16,34.98052537,0.223930008,0.776069992,0.776069992,0
0,28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186,0.128676553,0.871323447,0.871323447,0
0,23571.4137,118728,160486,DebtCon,ProfExe,2.400993448,0,0,112.5208179,2,26,34.53734229,0.079436896,0.920563104,0.920563104,0
0,28200,109184,207035,DebtCon,Other,23,0,0,179.9377509,0,18,23.66245669,0.033340222,0.966659778,0.966659778,0
0,28200,44321,63050,DebtCon,Office,19,0,0,182.2473057,2,22,32.47716703,0.056945852,0.943054148,0.943054148,0
0,28200,185607,227617,DebtCon,ProfExe,0,0,0,311.0627554,0,33,42.435285,0.052963815,0.947036185,0.947036185,0
0,28200,,117181,DebtCon,Mgr,9,0,0,170.6461537,0,26,31.60143615,0.106149958,0.893850042,0.893850042,0
0,28200,148455,191419,HomeImp,Self,1,0,0,186.9830429,0,17,39.56330308,0.111126419,0.888873581,0.888873581,0
0,28200,100353,131386,DebtCon,Office,9,0,0,146.0654833,0,28,38.67920763,0.068735943,0.931264057,0.931264057,0
0,28200,51663,92860,DebtCon,Other,24,0,1,172.3406543,0,20,26.9130048,0.065578326,0.934421674,0.934421674,0
0,28200,148772,142249.6533,HomeImp,Self,3,0,0,203.5758597,1,17,43.30465807,0.131642819,0.868357181,0.868357181,0
1,28200,66242,53469.66269,DebtCon,Other,8,0,1,130.9695654,0,21,60.29541349,0.438745899,0.561254101,0.561254101,0
0,28300,72572,117311,DebtCon,Other,6,0,0,85.79724815,1,32,39.8765037,0.121706064,0.878293936,0.878293936,0
1,28300,,29512,HomeImp,Other,24,0,0,78.10906973,2,14,30.51328344,0.106149958,0.893850042,0.893850042,0
0,7813.987447,126942,166797,DebtCon,Mgr,0,0,0,244.7222847,1,23,33.394854,0.048429109,0.951570892,0.951570892,0
0,28300,105000,147000,DebtCon,ProfExe,11,0,0,162.3666667,1,17,,0.106149958,0.893850042,0.893850042,0
0,28300,71973,119224,DebtCon,Other,4,0,0,89.37995232,2,32,39.98105906,0.138518105,0.861481895,0.861481895,0
0,28300,68959,102048,DebtCon,ProfExe,12,0,0,278.7147042,1,32,39.93275013,0.062274291,0.937725709,0.937725709,0
0,28300,130028,178918,DebtCon,Mgr,2,,,113.9426389,,39,33.44016163,0.106149958,0.893850042,0.893850042,0
0,28300,137159,186153,DebtCon,Mgr,0,,,112.1728125,,38,29.87473149,0.106149958,0.893850042,0.893850042,0
0,28300,145931,239990,HomeImp,ProfExe,27,0,0,357.2309538,0,19,38.26846999,0.046927198,0.953072802,0.953072802,0
1,21606.9921,104686,136033,HomeImp,ProfExe,13,0,2,291.1716614,1,27,5.762994872,0.016974002,0.983025998,0.983025998,0
0,28400,90823,126845,DebtCon,Other,1,0,0,188.7734549,1,25,42.89671511,0.121359754,0.878640246,0.878640246,0
0,28400,72870,95647,DebtCon,Office,11,0,0,139.0452547,0,20,37.82067846,0.073416649,0.926583351,0.926583351,0
0,28400,46126,66942,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515,0.063632242,0.936367758,0.936367758,0
0,28400,150784,192411,HomeImp,Self,0,0,0,173.3054934,1,16,41.54325414,0.146721002,0.853278998,0.853278998,0
0,28400,197852,243593,DebtCon,Other,10,0,0,111.1086801,2,26,41.21496534,0.11865936,0.88134064,0.88134064,0
0,28400,207687,242544,HomeImp,Other,1.607701258,0,0,134.0076805,0,41,41.29838663,0.079355001,0.920644999,0.920644999,0
0,28400,106020,206030,DebtCon,Other,22,0,0,188.7524695,0,18,25.33037232,0.037241521,0.962758479,0.962758479,0
0,28400,112996,175817,DebtCon,Sales,17,0,0,303.2820551,1,31,36.2890026,0.107174667,0.892825333,0.892825333,0
0,28400,53480,20358.50348,DebtCon,Other,24,0,1,174.4747237,0,19,24.49083911,0.045095661,0.954904339,0.954904339,0
0,17564.84396,183314,232345,DebtCon,ProfExe,1,0,0,300.9043101,1,32,42.3362269,0.064366489,0.935633511,0.935633511,0
0,28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.76399378,0.218423781,0.78157622,0.78157622,0
0,28400,206126,238745,HomeImp,Other,9,0,0,119.0697634,1,42,41.67018774,0.089845849,0.910154151,0.910154151,0
0,28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641,0.067151855,0.932848146,0.932848146,0
0,28500,73188,111925,HomeImp,Other,5,,,123.6131744,11,21,44.52055475,0.106149958,0.893850042,0.893850042,0
0,28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.3249247,0.082625445,0.917374555,0.917374555,0
0,26279.15797,,41763,DebtCon,Other,12,1,,92.8669886,,13,21.901856,0.106149958,0.893850042,0.893850042,0
1,28500,108293,135317,DebtCon,Other,4.17623759,0,0,219.6152519,4,43,31.20973109,0.056389983,0.943610017,0.943610017,0
0,28500,84908,108385,DebtCon,Office,10,0,0,384.2850469,0,45,41.34201094,0.036831091,0.963168909,0.963168909,0
0,28500,43413,73248,DebtCon,Mgr,13,0,0,102.5670171,6,16,35.67150508,0.155108868,0.844891132,0.844891132,0
0,28500,100145,130522,DebtCon,Office,10,0,0,137.9428692,0,29,39.07258918,0.070641576,0.929358424,0.929358424,0
0,20432.2394,137174,186118,DebtCon,Mgr,1,,,115.2948111,,39,32.87512565,0.106149958,0.893850042,0.893850042,0
0,28500,29338,62220,,Office,1.417974004,0,0,113.2059238,1,6,36.87709851,0.106149958,0.893850042,0.893850042,0
0,28600,32136,51599,DebtCon,Other,35,0,0,284.0838485,0,23,39.54773379,0.061399247,0.938600753,0.938600753,0
0,28600,94165,130285,DebtCon,Office,10,0,1,137.8133309,0,28,42.08001604,0.145364965,0.854635035,0.854635035,0
0,28600,85174,127306,DebtCon,Other,1,0,0,193.0739135,1,24,40.65624858,0.10799032,0.89200968,0.89200968,0
0,28600,136546,185507,DebtCon,ProfExe,0,0,0,212.3140985,3,19,40.51680132,0.111030242,0.888969758,0.888969758,0
0,28600,26189,50409,DebtCon,Other,36,0,0,287.4961733,0,23,38.6443946,0.058327655,0.941672345,0.941672345,0
0,28600,39009,75893,DebtCon,Mgr,12,1,0,85.62551999,6,15,33.97581441,0.217948826,0.782051174,0.782051174,0
0,28600,105907,156126,DebtCon,ProfExe,10,0,0,165.090735,1,17,33.23130088,0.062271851,0.937728149,0.937728149,0
0,28600,31634,65157,,Office,5,0,0,119.3620256,1,6,40.15941877,0.106149958,0.893850042,0.893850042,0
1,28600,126189,167157,DebtCon,ProfExe,19,0,2,239.2270359,0,26,31.01274893,0.087991216,0.912008784,0.912008784,0
0,28700,107281,155874,DebtCon,ProfExe,10,0,0,173.8358358,0,17,32.74036849,0.051737043,0.948262957,0.948262957,0
0,28700,137247,186685,DebtCon,Mgr,0,,,110.4950024,,39,30.85972433,0.106149958,0.893850042,0.893850042,0
0,28700,131767,214558,DebtCon,ProfExe,5.402033997,0,0,238.794891,2,27,20.52327227,0.023146664,0.976853336,0.976853336,0
0,4744.626005,67951,106093,DebtCon,ProfExe,11,0,0,263.7439223,0,32,40.21223483,0.062835054,0.937164946,0.937164946,0
0,28700,133188,179454,DebtCon,ProfExe,1,1,0,223.3486635,1,19,41.13615926,0.131602936,0.868397065,0.868397065,0
1,28700,25190,59841,DebtCon,Office,1,0,1,201.1767833,0,11,35.72928694,0.118501248,0.881498752,0.881498752,0
0,28800,204455,245685,HomeImp,Other,7.155453227,0,0,123.3967471,1,42,42.34547139,0.096302103,0.903697897,0.903697897,0
0,28800,132019,168828,DebtCon,Mgr,0,0,0,231.286134,1,24,35.49030567,0.053553273,0.946446727,0.946446727,0
0,28800,,121560,DebtCon,Mgr,8,1,0,175.2063398,0,26,31.61203845,0.106149958,0.893850042,0.893850042,0
0,28800,47196.91015,194243,HomeImp,Self,2,0,0,174.9770528,0,17,42.11254013,0.20376434,0.79623566,0.79623566,0
0,28800,,44761,DebtCon,Other,10,0,,84.72826796,,14,22.84166319,0.106149958,0.893850042,0.893850042,0
0,28800,79126.56188,185910,DebtCon,Mgr,2,,,122.5038922,,39,30.33821943,0.106149958,0.893850042,0.893850042,0
0,28800,30357,56776,DebtCon,Other,35,0,0,294.4200214,0,22,37.53746125,0.053998976,0.946001024,0.946001024,0
0,28900,225000,285000,DebtCon,ProfExe,15,0,1,258.7333333,2,26,,0.106149958,0.893850042,0.893850042,0
0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139,0.142986656,0.857013344,0.857013344,0
0,28900,91683,127833,DebtCon,ProfExe,0,1,0,187.2424028,3,37,33.16875685,0.093451771,0.906548229,0.906548229,0
0,28900,134509,211558,DebtCon,ProfExe,10,0,0,247.8444526,2,27,20.61070665,0.021635981,0.97836402,0.97836402,0
0,28900,89945,124453,DebtCon,Other,2,0,0,194.9102495,2,25,42.71977457,0.131346712,0.868653288,0.868653288,0
0,28900,,117991,DebtCon,Mgr,7,0,0,159.5500246,0,27,32.16500253,0.106149958,0.893850042,0.893850042,0
1,28900,63748,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006,0.870805092,0.129194908,0.870805092,0
0,28900,102108,147463,DebtCon,Mgr,19,0,0,205.8658949,0,13,41.65421132,0.084206506,0.915793494,0.915793494,0
0,28900,75887,117989,DebtCon,Other,4,0,0,92.09054215,2,32,40.77888843,0.141619753,0.858380247,0.858380247,0
0,28900,77916,130728,DebtCon,Office,2,0,0,290.7726081,1,23,39.09547645,0.067656833,0.932343167,0.932343167,0
0,28900,109888,182229,DebtCon,Sales,16,0,0,302.2264177,1,30,33.3190619,0.092866355,0.907133645,0.907133645,0
0,28900,29515,49525,DebtCon,Other,36,0,0,288.6562467,0,24,39.60580772,0.060223842,0.939776158,0.939776158,0
0,29000,152065,87729.402,HomeImp,Self,0.189641288,0,0,166.9485683,0,16,41.56383925,0.100042019,0.899957981,0.899957981,0
0,29000,32109,30503.90204,DebtCon,Other,34,0,0,278.5650034,1,23,39.79656076,0.067688022,0.932311978,0.932311978,0
1,29000,149900,201000,,Self,5,4,4,131.9333333,1,29,,0.106149958,0.893850042,0.893850042,0
1,29000,79000,,HomeImp,ProfExe,8,0,1,189.7,1,33,,0.106149958,0.893850042,0.893850042,0
1,29000,72478,113000,DebtCon,Other,1.5,0,6,114.6666667,4,12,,0.106149958,0.893850042,0.893850042,0
1,29000,101824,,DebtCon,Mgr,4,2,4,186.7,0,14,,0.106149958,0.893850042,0.893850042,0
0,29200,116202,160084,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984,0.075045192,0.924954808,0.924954808,0
0,29200,50105,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067,0.063027961,0.936972039,0.936972039,0
0,29200,139299,180818,DebtCon,ProfExe,1,0,0,226.8611449,1,19,40.81730925,0.083732694,0.916267306,0.916267306,0
0,29200,99600,143000,DebtCon,Other,15,0,0,232.3333333,1,40,,0.106149958,0.893850042,0.893850042,0
0,29300,228059,29593.72668,DebtCon,ProfExe,16,0,1,259.6772021,2,26,28.17364554,0.022168993,0.977831007,0.977831007,0
0,29300,68024,115954,HomeImp,Other,6,,,109.9150205,11,21,44.36917076,0.106149958,0.893850042,0.893850042,0
0,29400,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289,0.079428271,0.920571729,0.920571729,0
1,29400,48800,86000,DebtCon,Other,5,1,0,52.76653273,2,21,,0.106149958,0.893850042,0.893850042,0
0,29400,39354,75553,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889,0.234262176,0.765737824,0.765737824,0
0,11144.18621,109457,145453,DebtCon,Other,13.8149602,0,0,222.858711,1,40,40.69741846,0.076716298,0.923283702,0.923283702,0
0,29500,232801,289260,DebtCon,ProfExe,10.20746289,0,0,264.4315076,2,25,26.98136309,0.025949582,0.974050418,0.974050418,0
0,29500,50079,80222,DebtCon,Office,1,0,0,147.9901182,2,19,38.139022,0.105257424,0.894742576,0.894742576,0
0,29500,48590,81354,DebtCon,Office,0,0,0,157.0263263,3,18,40.17061829,0.13483165,0.86516835,0.86516835,0
1,29500,118000,169900,DebtCon,Mgr,8,0,0,138.9666667,1,23,,0.106149958,0.893850042,0.893850042,0
0,29600,233916,291490,DebtCon,ProfExe,15,0,1,259.7334653,2,25,25.10508606,0.038105107,0.961894893,0.961894893,0
0,29700,46268,79463,DebtCon,Office,0,0,0,161.276029,3,19,40.26196223,0.133447932,0.866552068,0.866552068,0
0,29700,47814.69856,148653,DebtCon,Other,14,0,0,221.9253115,0,40,42.30290733,0.097003617,0.902996383,0.902996383,0
0,13009.78745,134560,187551,DebtCon,ProfExe,1,0,0,225.0922987,1,19,39.21193749,0.081548246,0.918451754,0.918451754,0
0,29800,225481,290762,DebtCon,ProfExe,0.006266187,0,1,239.3216306,1,26,24.77798542,0.038814747,0.961185253,0.961185253,0
0,29800,34000,71000,DebtCon,Other,10,,,115.6666667,,24,,0.106149958,0.893850042,0.893850042,0
0,29900,230499,294326,DebtCon,ProfExe,15,0,1,250.4910072,2,26,27.92066177,0.047945531,0.952054469,0.952054469,0
0,29900,135955,182161,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.69974659,0.083107943,0.916892057,0.916892057,0
0,29900,73506,115000,DebtCon,Mgr,0.456011912,0,0,77.13333333,1,35,,0.106149958,0.893850042,0.893850042,0
1,29900,22000,,DebtCon,Other,2,2,0,81.13333333,11,10,,0.106149958,0.893850042,0.893850042,0
0,29900,131756,167302,DebtCon,Mgr,0,0,0,237.5622414,1,24,35.04310052,0.050834007,0.949165993,0.949165993,0
0,30000,53850.29403,112157.6202,DebtCon,Mgr,12,0,0,85.0457549,0,34,26.34913193,0.037215291,0.962784709,0.962784709,0
0,30000,77853,114746,HomeImp,Other,6,,,114.5837225,10,21,43.29474364,0.106149958,0.893850042,0.893850042,0
0,18067.68718,79044,118685,DebtCon,Mgr,12,0,0,92.11887554,1,34,27.22498526,0.040880717,0.959119283,0.959119283,0
0,30000,8206.24388,35875.06,DebtCon,Other,8.705767361,0,0,199.8333333,0,15,,0.106149958,0.893850042,0.893850042,0
0,30000,187000,293000,DebtCon,Other,28,0,0,156.6333333,0,23,,0.106149958,0.893850042,0.893850042,0
0,13115.57595,32657,76000,DebtCon,Other,,,,288.3333333,0,16,,0.106149958,0.893850042,0.893850042,0
0,30000,48000,96650.91017,DebtCon,Office,3,0,0,173.5,2,25,,0.106149958,0.893850042,0.893850042,0
0,1512.311349,224000,105568.4542,DebtCon,ProfExe,5,0,1,209.3666667,0,30,,0.106149958,0.893850042,0.893850042,0
0,30000,8875,57000,DebtCon,Other,0,0,0,100.4666667,1,6,,0.106149958,0.893850042,0.893850042,0
1,30000,,50000,HomeImp,Office,4,0,1,118.6666667,1,15,,0.106149958,0.893850042,0.893850042,0
1,30000,17696,53100,DebtCon,Mgr,20,4,5,147.8666667,0,28,,0.106149958,0.893850042,0.893850042,0
1,30000,176000,113496.825,DebtCon,ProfExe,1,1,0,198.8666667,2,13,,0.106149958,0.893850042,0.893850042,0
1,30000,,46200,,,0,1,3,200.9333333,10,15,,0.106149958,0.893850042,0.893850042,0
0,30000,109583,153132,DebtCon,ProfExe,10,0,0,162.3840072,1,16,33.76030524,0.06388219,0.93611781,0.93611781,0
0,30000,15214,38094,DebtCon,Other,26,0,0,199.4697909,0,15,39.5498738,0.090570617,0.909429383,0.909429383,0
0,30000,20000,38000,DebtCon,Other,0.9,0,0,59.83333333,0,7,,0.106149958,0.893850042,0.893850042,0
0,30100,3803.974719,40356,DebtCon,Other,0,0,0,81.8402502,0,6,13.40999565,0.028143189,0.971856811,0.971856811,0
1,30100,92249,,HomeImp,Office,2,1,0,180.6801536,0,21,31.08912029,0.106149958,0.893850042,0.893850042,0
0,30100,138322,186139,DebtCon,ProfExe,2,0,0,215.750868,2,19,39.1891416,0.088054702,0.911945298,0.911945298,0
