BAD;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;P_BAD1;P_BAD0
0;22891.676447;;49087.43055;DebtCon;Other;26;0;0;127.8;0;9;;0.1061499579;0.8938500421
0;23500;90129;141785;DebtCon;ProfExe;16.774858845;1;0;158.99682446;0;25;40.331950332;0.1233366206;0.8766633794
0;12376.140557;37858;60890;DebtCon;Other;0.0176900355;0;0;110.05727377;0;17;19.268439553;0.0324339775;0.9675660225
0;4149.3393705;65587;87101;DebtCon;Other;3;0;0;83.238000041;2;30;32.031678369;0.0861744949;0.9138255051
0;23500;26850.149197;111921;DebtCon;ProfExe;15;0;3;282.97601589;0;36;27.148205463;0.1244855052;0.8755144948
1;23500;128100.08257;217881.50162;HomeImp;Mgr;4;0;0;213.39299486;0;14;31.236113807;0.0508867355;0.9491132645
0;23500;38487.301748;97194;DebtCon;ProfExe;1;1;0;116.81864817;0;20;35.866116431;0.1310429586;0.8689570414
0;271.24801687;;15152.383199;DebtCon;Other;24;0;1;122.14755148;1;8;20.17202126;0.1061499579;0.8938500421
0;23500;55731;89079;DebtCon;Mgr;4;0;0;273.67437989;1;25;33.509409038;0.0466608017;0.9533391983
0;23500;42959.976576;233603;DebtCon;ProfExe;2.8542225532;0;0;285.33129265;0;27;39.916482966;0.0991652157;0.9008347843
0;12545.113147;147696;60451.253618;;ProfExe;4;0;0;103.67278586;2;34;30.361711413;0.1061499579;0.8938500421
0;23500;86144;44857.888039;DebtCon;Other;13;0;0;110.05419832;3;15;41.841690898;0.1484507407;0.8515492593
0;23500;62441;3156.430861;DebtCon;Office;1;0;0;152.83275416;0;21;34.531259989;0.0484798124;0.9515201876
1;23500;;36443.52477;HomeImp;Other;;0;1;143.4146448;0;10;35.060319852;0.1061499579;0.8938500421
0;7311.9572802;70769;164149.02795;;Other;11;0;0;367.09848754;1;17;33.789192331;0.1061499579;0.8938500421
0;495.90460346;30758;24883.538472;DebtCon;Other;2.6555434487;0;0;104.39569049;2;24;31.120398625;0.0820543206;0.9179456794
0;23600;87875;35257.116268;DebtCon;Other;2.7360208112;0;0;112.91251455;2;15;38.505897277;0.1091009231;0.8908990769
0;23600;136607;109059.82547;DebtCon;Other;6;0;0;226.04029456;0;20;36.976930394;0.0535152345;0.9464847655
0;14483.458852;;68208;DebtCon;Other;26;0;0;119.58590128;0;8;20.818255542;0.1061499579;0.8938500421
0;23600;50424;68437.778884;DebtCon;Other;24;0;0;312.73847118;4;31;35.771675924;0.0681280074;0.9318719926
0;23600;12372.96062;189234;;Other;11;0;0;357.8050619;0;17;30.564280336;0.1061499579;0.8938500421
0;18120.252678;36438;80176;DebtCon;ProfExe;0.4989898673;0;0;289.70153888;0;19;39.929954554;0.074316091;0.925683909
0;23600;32530.826475;4315.0326589;DebtCon;ProfExe;1.6607781852;0;3;276.18236267;0;35;29.283032502;0.115267337;0.884732663
0;10658.571956;94908;2984.0973126;DebtCon;ProfExe;1;1;0;125.70170443;0;19;33.224319129;0.0674984071;0.9325015929
0;23600;141000;105659.62829;DebtCon;Other;2;0;0;192.76666667;0;35;;0.1061499579;0.8938500421
0;20557.802135;41258.296937;114266;DebtCon;Other;;0;0;186.15634723;2;25;37.943868201;0.1061499579;0.8938500421
0;23600;33411.770907;125277;HomeImp;Mgr;11;0;0;127.35992199;1;23;30.985538961;0.072440918;0.927559082
1;23600;115997.24118;169638;DebtCon;ProfExe;6;0;0;176.74916309;0;38;17.620920214;0.0143408151;0.9856591849
0;13993.897922;67238.752724;106431;DebtCon;Other;;0;0;169.80527106;0;24;39.488844436;0.1061499579;0.8938500421
0;23600;122712.1594;182591;DebtCon;ProfExe;8.7065710247;0;0;224.94134673;0;24;41.871755799;0.0794577504;0.9205422496
0;23600;56023;83659;DebtCon;Mgr;5;0;0;267.75553453;2;25;32.200781329;0.0478933939;0.9521066061
0;23700;28207.748658;100929;DebtCon;Other;4.5261151784;0;0;180.73115396;1;13;41.526026449;0.1560207047;0.8439792953
0;23700;;78878;DebtCon;Sales;4;0;0;408.18764616;0;23;24.200935826;0.1061499579;0.8938500421
0;1207.7022528;57553;101656;HomeImp;ProfExe;6.5824672;0;0;648.32849259;0;23;22.84647896;0.0086128843;0.9913871157
1;23700;43712;75191;DebtCon;Office;6;0;0;50.717534833;2;18;37.10325125;0.125447592;0.874552408
0;23700;;78812;DebtCon;Sales;4;0;0;412.02054674;0;24;25.637263088;0.1061499579;0.8938500421
0;23700;18566.487919;186585;DebtCon;ProfExe;20;0;0;225.89772555;0;24;42.766829612;0.1266325846;0.8733674154
0;23700;144373;121171.55821;DebtCon;ProfExe;5;;;175.81537537;5;43;40.315790028;0.1061499579;0.8938500421
0;21441.15317;;46665;DebtCon;Other;;;;85.128353796;;12;24.991359419;0.1061499579;0.8938500421
0;6565.4656897;46910;75136;DebtCon;Other;8.7195640564;0;0;119.23120438;1;19;43.829588004;0.1699055576;0.8300944424
0;23700;93734;98099;HomeImp;;8;;;;;;30.020087994;0.1061499579;0.8938500421
0;23700;42660.0562;99295;HomeImp;Office;12.136934114;0;0;145.35528027;0;14;36.032760292;0.0841379029;0.9158620971
1;23700;76000;106000;DebtCon;Sales;2.6;1;0;138.96666667;2;38;;0.1061499579;0.8938500421
0;4774.3977257;17626.756898;106877;DebtCon;Other;;0;0;177.01767442;2;24;40.995208218;0.1061499579;0.8938500421
0;11857.736705;87141;131024.13726;DebtCon;ProfExe;20.626433908;1;0;169.28363143;1;25;40.980615645;0.1387441298;0.8612558702
0;15309.860969;104752;143913;HomeImp;;;;;;;;36.761014189;0.1061499579;0.8938500421
0;23700;18825;52849.710931;DebtCon;Other;26;0;1;203.8609299;0;25;26.629077387;0.0582044538;0.9417955462
0;23700;56462.642849;97948;DebtCon;Office;0.2901991211;0;0;160.05823642;1;21;34.355460775;0.0717819173;0.9282180827
0;17365.37378;74390;186176;;Other;10;0;0;363.14019166;1;16;30.27099531;0.1061499579;0.8938500421
0;23800;;71798;HomeImp;Office;6;0;0;119.71195475;2;5;19.624527791;0.1061499579;0.8938500421
0;22718.467288;76390;110315;DebtCon;Mgr;7;0;0;275.95535624;2;29;29.713601037;0.0365992245;0.9634007755
0;23800;45279;4607.6701481;DebtCon;Other;6;0;0;77.228821947;1;19;35.5214873;0.0910141859;0.9089858141
1;16633.489481;12439.735613;77300;DebtCon;ProfExe;15;0;6;173.46666667;0;19;;0.1061499579;0.8938500421
0;23800;188250;200043.57984;DebtCon;ProfExe;2;0;0;307.57275263;1;27;36.690724403;0.0398416806;0.9601583194
1;23800;55753;87971;HomeImp;Other;0.3218037096;0;0;56.667099395;0;13;64.775727757;0.5238961531;0.4761038469
1;23800;8944.9441791;11355.754292;DebtCon;Other;28;0;2;120.73333333;1;16;;0.1061499579;0.8938500421
0;6218.237111;18758.870985;68142;DebtCon;Other;8;0;0;59.405775058;1;18;35.696636225;0.1328025153;0.8671974847
0;10936.157267;;1895.7415465;DebtCon;Other;;0;1;308.42512578;0;18;37.654075235;0.1061499579;0.8938500421
0;23800;101536;147601;HomeImp;ProfExe;10;0;0;161.25574183;1;23;32.719421241;0.0600741688;0.9399258312
0;23800;40758.784514;15812.355339;DebtCon;Other;6;0;0;75.813971337;2;19;36.529569478;0.1151809727;0.8848190273
0;23900;7500;24110.003404;DebtCon;Other;14.131523905;3;0;126.83333333;2;19;;0.1061499579;0.8938500421
0;23900;215785.71383;267036;HomeImp;Self;7;0;0;252.07354491;1;50;38.074090593;0.0589935746;0.9410064254
0;622.12825917;;63096;DebtCon;Other;;0;0;313.80972585;0;19;37.513324048;0.1061499579;0.8938500421
0;23900;21549;30541.297773;DebtCon;Other;25;0;0;300.29631253;;12;30.203989283;0.1061499579;0.8938500421
0;23900;52649.761812;117740.18195;DebtCon;ProfExe;;0;1;207.78427098;0;21;30.549215834;0.1061499579;0.8938500421
0;23900;70694;95718;HomeImp;Office;8.7800745912;0;0;138.16735959;0;13;38.561206281;0.090899977;0.909100023
0;4807.7295932;16082;31196;DebtCon;Other;17;2;0;123.36864612;1;19;26.71625685;0.1229504158;0.8770495842
0;23900;281.44419363;51011.37018;DebtCon;ProfExe;;0;0;194.25100609;0;20;27.157061267;0.1061499579;0.8938500421
0;23900;31992;57986;DebtCon;Other;;0;0;226.24324322;0;12;38.67184311;0.1061499579;0.8938500421
1;19561.8109;;105700;DebtCon;Other;0.1836029005;;;;;;;0.1061499579;0.8938500421
1;23900;80406;108122;DebtCon;Other;8.798017031;0;0;211.92327535;0;13;41.494839796;0.1028241686;0.8971758314
0;23900;27800;43403;DebtCon;Other;27;0;0;307.62423878;;12;31.913704682;0.1061499579;0.8938500421
0;23900;85097;30945.967726;HomeImp;;9;;;;;;29.508517268;0.1061499579;0.8938500421
0;23900;68637.032069;34820.000682;DebtCon;Self;3;0;0;194.98725245;1;26;35.406059646;0.0746157142;0.9253842858
0;23900;55284;6196.3832759;DebtCon;Other;7;0;0;241.08364933;1;19;37.479757124;0.065938715;0.934061285
1;23900;;45265.408798;DebtCon;Other;4.5803027528;0;0;127.02462497;0;8;20.407825584;0.1061499579;0.8938500421
1;23900;140328;183533;HomeImp;Mgr;8;0;0;322.78811436;0;17;45.413177555;0.0813279453;0.9186720547
0;23900;3318.4690032;107820.96875;DebtCon;Mgr;23;;0;314.39449343;0;42;37.98813172;0.1061499579;0.8938500421
0;23900;;151738;;;;;;;;;16.426394706;0.1061499579;0.8938500421
0;24000;43427;23805.417617;DebtCon;Other;25;0;0;302.77226199;2;31;34.871855162;0.0464898004;0.9535101996
0;21759.049191;96072;122441;HomeImp;Mgr;10;0;0;127.741782;1;24;33.608037305;0.0640797184;0.9359202816
0;24000;3848.4561219;50602;HomeImp;Self;1.4831190125;1;;135.19851865;;11;25.357164928;0.1061499579;0.8938500421
0;24000;144975;28701.061859;DebtCon;ProfExe;3.0881652427;;;193.1196811;5;43;39.593595223;0.1061499579;0.8938500421
0;4286.2015908;43948;86111;HomeImp;Other;24;0;0;258.30359386;0;7;26.61774876;0.0404745417;0.9595254583
1;8512.6035551;88783;75936.811032;DebtCon;Self;2;0;0;171.50625674;5;23;56.961838569;0.4309904937;0.5690095063
0;24000;19500;38000;DebtCon;Other;;0;1;198.9;;17;;0.1061499579;0.8938500421
0;24000;16997;28034.743072;DebtCon;Other;25;0;0;118.66666667;1;11;;0.1061499579;0.8938500421
0;24000;137000;204963;HomeImp;ProfExe;0.3668835086;0;0;189.7;1;28;;0.1061499579;0.8938500421
0;18842.854352;114196;27634.45353;DebtCon;Mgr;0.7398517899;0;0;289.13333333;0;25;;0.1061499579;0.8938500421
0;12405.861212;23065.802339;88000;DebtCon;Other;16;0;0;97.933333333;1;17;;0.1061499579;0.8938500421
1;24000;35000;;DebtCon;Self;3;1;0;177.5;0;16;;0.1061499579;0.8938500421
1;24000;136000;;DebtCon;ProfExe;3;1;6;303.29428571;1;27;;0.1061499579;0.8938500421
1;13742.547496;5122.8684848;48800;HomeImp;Other;3;0;0;65.966666667;3;12;;0.1061499579;0.8938500421
0;8839.8790885;239568;266430;HomeImp;Self;5.5067318289;0;0;243.73241747;3;50;35.871958946;0.0617843713;0.9382156287
0;12282.16588;111488;163796;DebtCon;Mgr;15;0;0;185.80205049;0;25;32.22967397;0.0433871696;0.9566128304
0;24000;17575;50375;DebtCon;Other;20.583644376;0;0;135.76405083;0;11;22.981005101;0.0388880614;0.9611119386
1;7642.514227;164155;113719.45297;HomeImp;Self;2;;;;;;31.564226916;0.1061499579;0.8938500421
0;24100;57041;92081;DebtCon;Other;7;0;0;230.05972968;0;19;35.896708642;0.0681728209;0.9318271791
0;17763.255701;77435;113000;DebtCon;ProfExe;10;0;1;124.76666667;0;19;;0.1061499579;0.8938500421
1;9769.7948821;30951;58000;DebtCon;Mgr;10.223029636;0;4;36.5;0;12;;0.1061499579;0.8938500421
0;24100;49053.765607;238729;DebtCon;ProfExe;2;0;0;317.69255678;0;26;37.782036284;0.0797604675;0.9202395325
0;13557.371442;61811;29675.313426;DebtCon;Other;6;0;0;222.62659082;1;19;34.68253701;0.0610237493;0.9389762507
0;13634.340313;32638.844135;102098;DebtCon;Other;13.556637373;1;0;196.25310409;1;12;39.758932499;0.1903126112;0.8096873888
0;24100;104442;161366;DebtCon;Mgr;2.4674279636;0;0;195.64233318;0;25;34.540809522;0.0532808437;0.9467191563
0;1244.2762251;95549;112283;DebtCon;Other;22;0;0;243.34973257;0;28;39.082696629;0.0630577353;0.9369422647
0;14050.983467;48747.516758;90732;DebtCon;Other;2.7996405525;0;0;236.96199248;1;19;37.934877857;0.0935844777;0.9064155223
0;5360.6380265;;1542.3357545;DebtCon;Other;;;;83.099726126;;13;26.148970181;0.1061499579;0.8938500421
1;24200;10286;;DebtCon;Other;24.5;0;1;216.13333333;4;32;;0.1061499579;0.8938500421
0;24200;45902;70212;DebtCon;Other;25;0;0;303.76246947;3;32;35.223861623;0.0599007275;0.9400992725
0;24200;55290.073287;105806.09876;DebtCon;ProfExe;16.092734234;1;0;163.17437719;0;25;42.060981767;0.1440441166;0.8559558834
0;23268.747801;15926.564308;121310;HomeImp;Mgr;1.7687962054;0;0;117.04550066;1;24;30.482780029;0.0802156859;0.9197843141
0;18675.561963;197034.76572;54517.105844;HomeImp;Self;1.2662413583;1;0;243.00312872;3;51;36.575387744;0.0653041629;0.9346958371
0;13668.079372;49798;62737.241244;DebtCon;Other;3.1576971557;0;0;68.931110225;2;18;36.46436586;0.1330383525;0.8669616475
1;24200;68489.213739;162900;DebtCon;Self;8.998364809;1;1;151.93333333;1;35;;0.1061499579;0.8938500421
1;24200;37500;;;ProfExe;2.3558288563;0;0;123.8;0;14;;0.1061499579;0.8938500421
0;24200;39808;;DebtCon;Self;2.2203001898;1;0;184.72511268;0;16;51.630380591;0.1061499579;0.8938500421
0;24200;68477;91598;DebtCon;Other;16;0;0;88.665201262;0;17;32.523092223;0.0712986027;0.9287013973
0;24200;2970.1701587;14856.644934;DebtCon;Other;21.869322743;0;0;126.92269121;1;10;23.040944709;0.0439158064;0.9560841936
0;24200;39939.001705;89394;DebtCon;Other;15;0;0;84.668791549;0;16;35.604886706;0.1014164114;0.8985835886
1;24200;150939;183208;DebtCon;Other;1;0;0;205.77680196;0;34;39.656334058;0.068096515;0.931903485
0;24200;90626;36949.46285;DebtCon;Self;2;0;0;226.11638661;1;27;34.499938365;0.0586516986;0.9413483014
1;24200;89151.328183;154980.24257;DebtCon;Mgr;14;0;0;175.62208285;0;25;33.992424446;0.0532757695;0.9467242305
0;10550.898408;135484.43131;175000;DebtCon;ProfExe;6;0;0;323.66666667;0;35;;0.1061499579;0.8938500421
1;24300;38135.333605;65378.773965;DebtCon;ProfExe;5.2223769893;1;0;126.2435974;3;26;36.372531415;0.1561753282;0.8438246718
0;24300;53.460625782;68199;DebtCon;Other;3.796932497;0;0;71.1819889;1;19;36.496201084;0.1433647177;0.8566352823
0;24300;93520;137241;DebtCon;ProfExe;;0;0;199.76356315;0;20;27.471559692;0.1061499579;0.8938500421
0;24300;41323;67645.838196;DebtCon;Other;27;0;1;298.18590413;2;32;36.155277517;0.0952478674;0.9047521326
0;18996.658444;110442;138581;DebtCon;Mgr;9;2;0;175.15368945;4;17;40.348885329;0.2651959371;0.7348040629
0;24300;236390;262210;HomeImp;Self;2.571583641;0;0;243.07790007;2;50;36.906664969;0.0578790331;0.9421209669
0;17846.555546;;144123;;;;;;;;;15.529230143;0.1061499579;0.8938500421
0;962.18935752;55579;98320;DebtCon;ProfExe;0.3279918247;0;0;187.02181081;0;26;33.473373585;0.0575250926;0.9424749074
0;18227.92196;21660;48475;DebtCon;Other;26;0;0;102.78283553;0;10;23.247958281;0.0417873414;0.9582126586
0;21902.085293;123686;153184;DebtCon;Mgr;4;0;0;298.28291333;0;25;36.336564389;0.0412009443;0.9587990557
0;20276.860346;;60628;DebtCon;Other;7.753167414;0;0;145.29273612;0;9;22.984818991;0.1061499579;0.8938500421
0;24300;42276;68775;DebtCon;Other;24;0;0;309.68358561;2;31;32.746506891;0.0453988619;0.9546011381
0;24400;63279.909034;145000;DebtCon;Office;5;;;293.23652482;2;36;;0.1061499579;0.8938500421
1;24400;119000;118370.53966;DebtCon;Mgr;17.904946698;0;2;229.3;7;36;;0.1061499579;0.8938500421
0;24400;57707.409874;38399.273715;HomeImp;Other;12;0;0;84.233333333;5;19;;0.1061499579;0.8938500421
0;24400;237543;261393;HomeImp;Self;3;1;0;254.51744803;2;50;37.90658567;0.0900335847;0.9099664153
1;24400;69873;37643.543709;DebtCon;Other;15;0;6;225.7525542;0;29;;0.1061499579;0.8938500421
0;12288.775574;50317;71327;DebtCon;Other;6;0;0;45.485801767;1;18;37.014140786;0.1309717402;0.8690282598
0;24400;87838;66159.580866;HomeImp;;4.6362494559;;;;;;30.280354844;0.1061499579;0.8938500421
0;8163.9611245;90372.334896;65166.324823;DebtCon;Mgr;0.9183615255;0;0;296.93039006;0;25;38.493132607;0.0457296312;0.9542703688
0;4718.2206848;147073;182069;DebtCon;Other;0.9199859365;0;0;173.71494662;0;35;37.81236793;0.0682969046;0.9317030954
0;24400;26366;54775;DebtCon;Other;12.883868236;0;0;101.63623493;2;24;29.095881268;0.0717364442;0.9282635558
0;24400;;59888;DebtCon;Other;;0;0;288.2296811;0;19;38.581332837;0.1061499579;0.8938500421
0;24400;;28900;HomeImp;Other;24;0;0;81.166666667;2;15;;0.1061499579;0.8938500421
0;9508.8003791;69397.330307;11514.086731;DebtCon;Mgr;17;0;0;193.96528716;0;25;34.594492544;0.0390765044;0.9609234956
0;13770.803547;62829.281202;140031;HomeImp;ProfExe;6;0;0;177.51124938;0;32;31.027335916;0.0501786034;0.9498213966
0;24400;23910.641912;96473;DebtCon;Other;15;0;0;80.098690968;1;17;35.442946765;0.1230882732;0.8769117268
0;2752.2039542;91316;147837;DebtCon;ProfExe;5.2865096732;0;0;170.05674853;0;24;42.668454647;0.1067089254;0.8932910746
0;17141.092044;80065;118423;DebtCon;ProfExe;8;0;1;126.54274617;0;18;26.273908099;0.0658975907;0.9341024093
0;24400;61260;103842;DebtCon;ProfExe;1;0;0;179.5402847;0;26;33.590455142;0.0552621855;0.9447378145
0;24400;217533;289931;HomeImp;ProfExe;4.2664853652;;3;471.88752664;;55;31.337807889;0.1061499579;0.8938500421
1;2948.3135479;112178;159638;DebtCon;Mgr;2.2907449223;0;0;197.96955851;0;26;33.130175892;0.0478892241;0.9521107759
0;24400;95843;1506.8367506;DebtCon;Self;1.6327085689;0;0;201.97675616;1;26;32.903468132;0.0499959766;0.9500040234
0;24500;15890.718952;9570.5811585;DebtCon;Other;14;0;0;99.376132515;1;24;28.495004812;0.0562932906;0.9437067094
0;24500;;149489;;;;;;;;;15.443486052;0.1061499579;0.8938500421
0;11231.854452;21470;52228;DebtCon;Other;13.930537803;0;0;124.55994931;0;11;23.888121681;0.0450106918;0.9549893082
0;24500;80072;107559;DebtCon;Other;18;0;0;194.87746019;0;12;39.210169634;0.0886491064;0.9113508936
0;7861.6508173;106540.42493;158758;DebtCon;Mgr;2;0;0;282.64992165;0;24;38.844801954;0.0592275583;0.9407724417
0;24500;69615;94656;DebtCon;ProfExe;7;0;1;136.55562165;3;26;35.565296678;0.1480852669;0.8519147331
0;24500;32971.141903;171658;DebtCon;Other;3.0240136422;1;0;219.16757792;0;20;34.986140572;0.1375893004;0.8624106996
0;15962.182504;65506.04421;96060;DebtCon;ProfExe;7.0586723383;0;1;142.34424975;3;25;35.979856239;0.1572807006;0.8427192994
0;24500;32870.53789;97292.981161;DebtCon;Other;14;0;0;96.972678724;1;17;34.975655027;0.1112217402;0.8887782598
1;24500;95736;12841.886549;HomeImp;Mgr;1.2591156984;0;1;122.5;2;20;;0.1061499579;0.8938500421
0;19580.660327;52000;84915;DebtCon;Office;0.4;0;1;93.166666667;0;23;;0.1061499579;0.8938500421
0;21364.223643;216787;281351;HomeImp;ProfExe;1.3595798245;;4;473.81398606;;55;31.201174854;0.1061499579;0.8938500421
0;24500;;51623;DebtCon;Other;;;;91.862388359;;12;28.879570662;0.1061499579;0.8938500421
0;24500;13811.725618;122917;DebtCon;ProfExe;0.0741455434;0;1;108.65014117;0;18;26.127436677;0.0959676456;0.9040323544
0;24500;123319;119970.16676;DebtCon;Mgr;2;0;0;300.62518954;0;25;37.786175201;0.0414280882;0.9585719118
0;24500;;35543;HomeImp;Other;14.919809628;0;0;83.111988152;1;15;29.855633501;0.1061499579;0.8938500421
0;24600;100457.84524;165176;DebtCon;Mgr;15;0;0;194.84216401;0;26;32.770147929;0.0447208708;0.9552791292
0;24600;26775.283558;113245;DebtCon;ProfExe;9;0;1;122.74921636;0;19;28.125731087;0.0913880266;0.9086119734
0;24600;43980.397785;94704;DebtCon;Other;1;0;0;93.261713389;2;29;35.290583198;0.1142735632;0.8857264368
0;24600;3022.9765485;59340.401789;DebtCon;Office;19;0;0;181.63333333;2;22;;0.1061499579;0.8938500421
0;9528.6648198;135278;164559;DebtCon;Other;5;1;0;225.36684849;0;20;34.079157691;0.0816588896;0.9183411104
0;2200.2481089;;146804;;;;;;;;;17.263534849;0.1061499579;0.8938500421
1;24600;40046.033381;112956;DebtCon;ProfExe;0.0614245991;1;0;318.54616542;3;42;;0.1061499579;0.8938500421
0;24600;9005.5243206;289991;HomeImp;ProfExe;5;;4;474.0270741;;55;31.463384548;0.1061499579;0.8938500421
0;24700;55435;74277.080209;DebtCon;Mgr;7;0;0;252.62206943;2;26;34.741847932;0.0563285956;0.9436714044
0;24700;17848.804321;178454;DebtCon;ProfExe;5;0;0;324.13778352;0;34;38.709991448;0.0729226321;0.9270773679
0;24700;111107;163926;DebtCon;Mgr;15;0;1;170.62943141;1;26;32.934291806;0.0859680756;0.9140319244
0;24700;17036.755087;54024;DebtCon;Other;24;0;0;118.15409152;0;11;23.265224918;0.0411518261;0.9588481739
0;12069.322814;109377;133116;DebtCon;Mgr;10;1;0;184.35578292;5;17;40.202630102;0.2023646002;0.7976353998
1;20236.347152;25922.783821;108238;DebtCon;Other;0;1;0;45.62588779;6;49;46.996034289;0.4472664152;0.5527335848
1;24700;44869.862146;83056;DebtCon;Mgr;3.7808927222;0;0;251.1883928;2;25;34.889241727;0.0633559361;0.9366440639
0;24700;44306;74197;DebtCon;Other;5;0;0;73.715250636;1;18;35.441570262;0.1123968554;0.8876031446
0;24700;98900;115052;DebtCon;Other;23;0;0;239.42607378;1;26;41.700530781;0.0820576015;0.9179423985
0;22871.314058;38991.419641;78777.789251;DebtCon;Mgr;2.093455466;0;1;306.87107786;2;28;30.120041947;0.0662701265;0.9337298735
0;3503.3082714;;59934;DebtCon;Other;;0;1;305.68234683;0;18;38.029738357;0.1061499579;0.8938500421
0;24800;;63753;DebtCon;Other;;0;0;300.7572856;0;19;40.134476763;0.1061499579;0.8938500421
0;1936.2712511;144410;211936;HomeImp;ProfExe;0.0600673766;0;0;195.07035954;1;28;38.926156879;0.0862350224;0.9137649776
0;24800;109084;140355;DebtCon;Mgr;5.1120869993;2;0;183.79525849;5;18;40.604795833;0.2922681262;0.7077318738
0;17580.017022;;45167;DebtCon;Other;;;;84.735617935;;12;28.457018931;0.1061499579;0.8938500421
0;24800;25805.001438;98320.651526;DebtCon;Self;1.290342997;0;0;208.52326694;1;27;32.64426513;0.0867230628;0.9132769372
1;24800;132000;11978.856799;DebtCon;Mgr;19;0;0;187.66666667;4;35;;0.1061499579;0.8938500421
1;24800;26104.57642;67000;DebtCon;Other;10;1;8;242.46666667;4;23;;0.1061499579;0.8938500421
0;2869.6495766;82670;106563;DebtCon;Mgr;4.890027991;0;0;302.98443202;2;28;30.956485836;0.0382932444;0.9617067556
0;24800;38453.310349;72898;DebtCon;Other;3.1204044722;0;0;87.01103562;1;18;34.0310957;0.1026948085;0.8973051915
1;24800;76220;4671.8008618;HomeImp;Mgr;6;0;1;126.64101955;0;32;48.569574037;0.1791430767;0.8208569233
0;24800;64537;67431.927893;DebtCon;ProfExe;7;1;1;120.35142038;4;25;34.686088674;0.2246225811;0.7753774189
0;24900;7221.0100838;77519;DebtCon;Other;9;0;0;120.08355192;1;19;42.929509267;0.1830719133;0.8169280867
1;24900;60778;75354.256622;DebtCon;Other;4.7339235385;0;0;232.1188078;1;20;34.92549001;0.067226985;0.932773015
0;24900;16915.808536;33269;DebtCon;Other;16;3;0;124.19682654;1;18;26.275832415;0.1708531694;0.8291468306
0;24900;134427;110554.80738;DebtCon;Other;1.0628857827;1;0;202.44732613;0;19;35.349211904;0.0812163555;0.9187836445
1;22078.333471;89530;146815;DebtCon;ProfExe;19;1;0;164.77031037;1;25;39.345858588;0.1289929099;0.8710070901
0;24900;92168;7232.1209831;HomeImp;ProfExe;3.64148158;0;0;159.58344207;0;31;34.145871345;0.038675671;0.961324329
1;24900;30762.617828;38200.257516;HomeImp;Other;3;0;0;55.937512295;0;14;62.110721871;0.4619167744;0.5380832256
0;24900;24823.708375;83000;DebtCon;Other;9;1;1;139.03333333;3;30;;0.1061499579;0.8938500421
0;24900;139241;171296;DebtCon;Other;6;1;0;220.68715833;0;19;35.591655668;0.0888393;0.9111607
1;6314.8175899;76750.183457;115006;DebtCon;Other;10;0;0;293.23333333;0;36;;0.1061499579;0.8938500421
0;2654.5352387;;48291;DebtCon;Other;;;;94.078377582;;12;25.617845725;0.1061499579;0.8938500421
1;15438.876495;74456.787052;83736.749105;DebtCon;Mgr;10;0;5;163.3;2;46;;0.1061499579;0.8938500421
0;25000;;36111.430725;DebtCon;Other;;0;0;311.93588947;0;19;39.421713903;0.1061499579;0.8938500421
0;1321.2176162;60504;93907;DebtCon;Office;1;0;0;99.993715323;0;23;33.490354241;0.0692179639;0.9307820361
0;7597.4113809;87785.31046;5152.4055607;DebtCon;ProfExe;5.3265727266;1;0;154.5654328;0;24;42.695331274;0.1130386194;0.8869613806
0;25000;39496.92089;53353.961928;DebtCon;Other;8.2015258973;0;7;259.46652785;3;22;40.787975749;0.8586098078;0.1413901922
1;25000;;54427.133482;DebtCon;Other;7.6744816367;0;0;112.96748332;0;8;21.263805377;0.1061499579;0.8938500421
0;25000;84015.817981;175000;DebtCon;Sales;17;0;0;298.33333333;1;31;;0.1061499579;0.8938500421
0;18196.135768;94000;125000;DebtCon;Office;6.3634622807;0;1;151.13333333;0;29;;0.1061499579;0.8938500421
0;25000;99348;200000;DebtCon;Other;23;0;0;199.83333333;0;19;;0.1061499579;0.8938500421
0;5351.8566328;149000;202500;HomeImp;Other;11;0;0;256.66666667;2;34;;0.1061499579;0.8938500421
0;25000;177000;226000;DebtCon;ProfExe;0.4;0;0;305.13312531;1;33;;0.1061499579;0.8938500421
0;25000;136375;236250;HomeImp;ProfExe;21.87398066;0;0;354.1;1;19;;0.1061499579;0.8938500421
0;25000;23900;55700;;Office;2.5;0;0;116.63333333;2;7;;0.1061499579;0.8938500421
0;19635.268054;7560.684221;71000;DebtCon;Other;;2;2;93.333333333;2;26;;0.1061499579;0.8938500421
0;25000;145000;5074.6127637;HomeImp;Self;1.5046624446;0;0;176.5;1;17;;0.1061499579;0.8938500421
0;25000;15304.217242;96000;DebtCon;Other;16;0;1;133.76666667;0;30;;0.1061499579;0.8938500421
0;25000;188545;53310.615633;DebtCon;Other;9;0;0;102.5;2;26;;0.1061499579;0.8938500421
0;25000;84000;26664.400188;DebtCon;Other;0.479176881;0;0;188.76821306;2;25;;0.1061499579;0.8938500421
0;17643.807464;8320.8296869;141750;DebtCon;Mgr;18.120350169;0;0;209;0;13;;0.1061499579;0.8938500421
0;8983.2709446;77590;80867.827074;DebtCon;Office;10;0;1;396.73333333;0;45;;0.1061499579;0.8938500421
0;25000;108942.96154;207200;DebtCon;ProfExe;5.0984612038;0;0;239.8;3;27;;0.1061499579;0.8938500421
