LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
27300,99628.38627,177309,DebtCon,ProfExe,3.427374095,0,0,328.1681227,0,35,39.15955376
27300,,116708,DebtCon,Mgr,3.397970183,0,0,175.2009602,0,26,33.7478263
18687.39945,45398.05355,49550.09747,DebtCon,ProfExe,10.52696517,0,0,144.0934649,0,37,41.48280369
6729.66621,99900,143437,DebtCon,Mgr,1.469441359,0,0,211.1082771,0,12,39.11029763
6875.125389,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.6276594
10746.95259,,39858,DebtCon,Other,8.642914954,1,,87.37900765,,14,20.58821436
27400,,121625,DebtCon,Mgr,6.303101135,1,0,154.4378476,0,27,33.37381367
17232.05385,195497,246354,DebtCon,Other,1.871357129,0,0,89.26442741,1,25,39.66482299
20993.67158,20926.63122,90010,DebtCon,Other,6,1,0,146.6562202,3,29,42.15993654
27400,23939,56874,DebtCon,Office,2.326558335,0,1,197.8,0,11,
27400,25787.32318,85263,DebtCon,Office,0.66188205,0,0,155.6470412,2,19,39.4893172
6439.546906,29685.01276,129426.9025,DebtCon,Mgr,21,0,0,194.5330279,0,13,41.64417205
27400,31602.48712,70528,DebtCon,Office,18,0,0,180.204345,1,21,33.4950887
27500,30938.61176,84470,DebtCon,Other,9,0,1,140.247796,3,29,40.2782983
27500,71844.92421,36472.87975,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.41516685
19064.64137,70457.19151,206788,HomeImp,ProfExe,3.423556236,0,0,191.9410188,0,27,38.00119223
11802.73964,132000,179000,DebtCon,ProfExe,0.681092686,1,0,226.2333333,2,19,
7305.748685,137900,184000,DebtCon,Office,10,0,0,,0,0,
27500,150666,23257.94265,HomeImp,Self,3,0,0,177.8714733,0,17,39.97865033
27500,,40807,DebtCon,Other,8,1,,95.53351917,,13,20.39892362
4040.254701,28542.2052,117799,DebtCon,Other,0.724763144,0,0,84.3731245,2,32,38.86212081
27500,28127.94869,136546,DebtCon,Other,9,0,0,80.49714707,5,39,
21387.29394,43674.19271,131467.8765,DebtCon,ProfExe,2.770389059,0,0,234.3512888,2,26,18.73514744
27500,8743.049452,17752.70714,DebtCon,Other,25,0,0,112.8945073,0,11,23.02289409
27600,54584,84260.19141,DebtCon,Other,6.966913415,0,0,214.8157373,1,27,35.2239708
27600,49445.0292,83937.85183,DebtCon,ProfExe,2.539631469,0,0,282.3706614,1,33,38.19125134
10936.18504,53262.74481,86166,DebtCon,Office,0,0,0,100.9493217,0,23,33.82093404
27600,121592,153432,DebtCon,Mgr,0.866197718,0,0,297.0016085,0,24,40.01531648
18965.63495,103898,130784,DebtCon,Office,9.300625667,0,0,147.1283978,0,29,42.00981358
14040.67772,34140.5818,153602.927,DebtCon,Mgr,0,0,0,243.053713,2,24,35.27186703
12593.03666,39065.46011,191972,HomeImp,Self,0.435994537,0,0,178.0384911,1,16,41.80742805
23445.80554,64818,56281.36807,DebtCon,Other,16,0,0,99.60460781,0,17,32.46114433
3230.050964,153063,99342.31366,HomeImp,Other,10,0,0,266.938956,2,33,42.82914582
2000.175549,57327,38140.75255,DebtCon,Office,0,0,0,98.521771,0,23,34.76057541
27600,,115725.8116,DebtCon,Mgr,4.453115703,0,0,165.0058394,0,27,34.99872778
927.2220242,54328,94216,DebtCon,Other,24,1,2,188.3937419,1,19,26.83331217
4245.323391,124139,157940,DebtCon,Mgr,4,0,0,288.8865396,0,24,38.22673698
27600,41753.13566,71629.45098,DebtCon,Mgr,2,0,0,283.2828535,0,24,36.94827386
27600,72468,82610.06845,DebtCon,ProfExe,3.278732726,0,0,288.8495515,1,32,38.98401301
27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.08868135
4314.483439,44477.54461,5103.832881,DebtCon,Mgr,0.910227419,,,122.5168848,,39,30.47417374
4882.961491,58902.33111,118507,DebtCon,Other,5,0,0,91.7112462,1,32,39.14675577
10100.7503,59997.90376,101676,DebtCon,Other,0.864688559,0,1,138.5694126,0,30,37.38458848
16951.77627,6297.070659,24047.82668,DebtCon,Other,24,0,0,196.7816329,0,19,25.68817634
24769.12519,97834,132396,HomeImp,ProfExe,1.294617325,0,2,303.9519145,2,26,6.887024127
27700,54617,87722,DebtCon,Other,8.888438533,0,1,132.4113818,3,29,39.63110299
19449.58383,18538.18681,101462,DebtCon,ProfExe,10,0,0,264.6053894,0,33,40.47579335
27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,
23516.51761,61396,14147.94976,,Self,15.59582773,0,0,87.00250011,0,4,84.61388869
27700,7043.539842,49836,DebtCon,Other,20.95000823,0,0,120.0258521,0,10,23.81017336
21797.53879,13063.118,114494,DebtCon,ProfExe,8.093909683,0,0,118.4713538,0,18,28.34407839
27700,54541,65253.11525,DebtCon,Office,0,0,0,186.0208426,2,19,39.61433498
26809.28917,149169,57001.17053,DebtCon,ProfExe,8,0,0,314.7858392,0,35,37.63668272
25779.67266,19300,25235.01408,DebtCon,Mgr,12,3,0,212.0666667,0,46,
20303.94531,83300,,HomeImp,Mgr,15.11127971,1,4,247.9333333,1,19,
1645.527554,50335.63327,116468,DebtCon,Other,9,0,0,312.8079284,0,36,35.96802437
19436.71849,69818.4865,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.98355812
27700,,42515,DebtCon,Other,8.789883111,1,,95.04307414,,13,20.20903769
27700,89577.80546,64275.30287,DebtCon,Office,4,,,300.1680612,2,35,43.92019123
19252.16268,141930,111821.4358,DebtCon,ProfExe,0,0,0,235.6305765,2,19,41.9588135
27700,28097.78086,71456,DebtCon,Mgr,9.535982217,0,0,84.8749672,5,16,35.65073032
27700,67446,2677.396074,DebtCon,ProfExe,0.847250685,0,0,286.9659711,0,32,38.9951644
27800,114417,150849,DebtCon,Mgr,2.374680325,0,0,285.3861264,0,24,38.58192387
27800,96332,57243.27117,DebtCon,ProfExe,0.451037524,0,0,190.3137746,2,38,33.85589547
12020.65401,9427.892253,50594,DebtCon,Other,4.088199737,0,0,137.2340443,1,10,24.52237465
3541.052761,56418.11709,97553,DebtCon,Other,15,1,0,105.0986638,1,17,32.17786106
27800,127770,11325.45379,DebtCon,Mgr,1.849334124,0,0,235.728547,1,24,34.84415543
8405.727648,16986.11601,80475.85366,DebtCon,ProfExe,6,0,0,315.1755675,0,35,38.59599092
27800,91330.64255,229116,DebtCon,ProfExe,0,0,0,297.9981443,0,32,43.52042818
14334.63274,26434.54991,92179,DebtCon,Office,0,0,1,94.93254438,0,23,33.09789894
13622.40265,73630,52746.43551,DebtCon,ProfExe,1.993792612,0,0,282.7596984,1,32,38.26657321
27900,137006,207997,HomeImp,ProfExe,5,0,0,194.0931469,1,28,36.90607516
27900,66027,58785.00151,DebtCon,ProfExe,2.983909754,0,0,298.1032514,1,32,38.25030605
26184.90988,11907.49726,36799.50947,DebtCon,Other,0.041036836,0,0,97.8638453,1,32,41.47397173
4518.963529,62264,39604,DebtCon,Sales,4.63864227,3,1,118.7782646,7,23,48.07753147
25665.49103,135121.848,140769.3845,HomeImp,Self,0,0,0,172.5795906,1,16,40.13553136
27900,52850.01319,185057,DebtCon,ProfExe,6.174507018,0,1,155.548699,0,36,39.39704272
13444.9716,35379.59639,10858.49606,DebtCon,Office,1,0,0,167.6144501,2,18,40.62088475
27900,113843,156282,DebtCon,ProfExe,0.094719555,0,0,109.9596262,2,27,33.94246485
17261.79011,135511,73848.67367,DebtCon,ProfExe,1,1,0,241.0522835,2,19,38.60649271
27900,41856.15686,53671.06243,DebtCon,Mgr,3.54265443,2,1,107.0462506,8,15,0.838117525
23476.10527,39400.94239,86427,DebtCon,Other,4.053010167,0,1,129.575352,2,29,39.36269322
28000,59775,74257.21309,DebtCon,Other,5.052675205,0,0,138.4864766,3,30,41.54380471
3695.118891,16744.11338,209726,HomeImp,ProfExe,5,0,0,190.329522,0,27,38.88660597
28000,30537.35886,22152.8224,DebtCon,Other,2.067047999,,1,294.594783,1,30,37.61130938
28000,62376,104073,DebtCon,Other,16,1,0,146.1419296,0,30,39.75984964
28000,77322,80939.17989,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384
28000,46464.38043,40791.67921,HomeImp,Other,2.187649264,,,114.7,11,21,
11060.88457,10014.05978,127000,DebtCon,ProfExe,2.846900535,0,4,234.3666667,5,35,
28000,28042,63500,DebtCon,ProfExe,2.896162378,2,4,121.7333333,4,28,
1827.959961,64540.82818,64558.77159,DebtCon,ProfExe,0,1,0,196.5234881,3,37,34.87164312
28100,100420,207737,DebtCon,Other,16.3900255,0,0,197.1981219,0,19,26.37254872
17188.78382,135991,133436.1572,DebtCon,Mgr,0,,,131.5891244,,38,31.08561766
3136.870172,67373.4269,77006.04306,DebtCon,Office,9.8165381,0,1,154.672858,0,29,41.11794458
22868.23095,73593.97628,98683.62553,DebtCon,Office,7.514198165,0,0,398.4023372,0,44,41.04058878
28100,29405.50321,11099.90176,DebtCon,Other,35,0,0,295.4966835,0,23,38.7994829
28100,24018.81618,99000,DebtCon,Mgr,1.360690004,0,1,129.1666667,1,31,
28100,3196.179904,79914.22343,DebtCon,ProfExe,2.142974121,4,1,120.7333333,1,58,
28100,77062.08269,162129,DebtCon,ProfExe,5.472096025,0,0,115.564462,2,26,33.09168147
21935.16012,17717.71345,,DebtCon,Other,9,,0,133.121867,3,33,46.75180011
26227.844,90485,113076.0459,DebtCon,Other,0.837658985,0,1,189.7347419,2,25,41.67698554
28200,76011,115219.815,DebtCon,Office,1,0,0,302.8032607,0,23,36.39047361
21051.17386,46085.27646,85709.20036,DebtCon,Other,17,0,1,130.4507649,0,29,38.0927303
10232.82086,44363,53655.57954,DebtCon,Mgr,16,1,0,82.27059459,6,16,34.98052537
14867.39536,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
9145.138418,81455.65252,109247.5293,DebtCon,ProfExe,7,0,0,112.5208179,2,26,34.53734229
20250.29436,10601.50135,23565.82857,DebtCon,Other,23,0,0,179.9377509,0,18,23.66245669
22251.94699,13884.82421,63050,DebtCon,Office,11.74469551,0,0,182.2473057,2,22,32.47716703
28200,69165.78839,227617,DebtCon,ProfExe,0,0,0,311.0627554,0,33,42.435285
28200,,107479.1129,DebtCon,Mgr,9,0,0,170.6461537,0,26,31.60143615
28200,148455,16127.25057,HomeImp,Self,1,0,0,186.9830429,0,17,39.56330308
28200,67220.78526,16031.37297,DebtCon,Office,5.197704841,0,0,146.0654833,0,28,38.67920763
27583.37219,29725.33942,92860,DebtCon,Other,24,0,1,172.3406543,0,20,26.9130048
2576.26348,139819.8368,134120.0262,HomeImp,Self,0.606106912,0,0,203.5758597,1,17,43.30465807
22404.65341,30292.09988,16713.76197,DebtCon,Other,6.928501371,0,1,130.9695654,0,21,60.29541349
28300,42218.63412,34802.88525,DebtCon,Other,3.48981886,0,0,85.79724815,1,32,39.8765037
13405.86913,,29512,HomeImp,Other,24,0,0,78.10906973,2,14,30.51328344
15336.18208,42498.90845,166797,DebtCon,Mgr,0,0,0,244.7222847,1,23,33.394854
28300,105000,52828.79004,DebtCon,ProfExe,8.88110501,0,0,162.3666667,1,17,
28300,51931.17448,98498.56526,DebtCon,Other,4,0,0,89.37995232,2,32,39.98105906
28300,68959,92844.08988,DebtCon,ProfExe,5.278989619,0,0,278.7147042,1,32,39.93275013
24225.88197,42232.57528,178918,DebtCon,Mgr,1.062559509,,,113.9426389,,39,33.44016163
7212.052761,137159,186153,DebtCon,Mgr,0,,,112.1728125,,38,29.87473149
28300,145931,239990,HomeImp,ProfExe,27,0,0,357.2309538,0,19,38.26846999
28300,28590.96189,74838.9037,HomeImp,ProfExe,13,0,2,291.1716614,1,27,5.762994872
7051.64079,90823,64943.05191,DebtCon,Other,0.274687583,0,0,188.7734549,1,25,42.89671511
17885.99106,72870,95647,DebtCon,Office,0.095323233,0,0,139.0452547,0,20,37.82067846
17461.96627,46126,14185.68447,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515
28400,150784,45103.95673,HomeImp,Self,0,0,0,173.3054934,1,16,41.54325414
23490.6682,6536.42996,163518.997,DebtCon,Other,10,0,0,111.1086801,2,26,41.21496534
6403.37826,193664.794,145987.361,HomeImp,Other,8,0,0,134.0076805,0,41,41.29838663
6566.981412,106020,206030,DebtCon,Other,6.853343212,0,0,188.7524695,0,18,25.33037232
28400,8634.223073,98020.73081,DebtCon,Sales,17,0,0,303.2820551,1,31,36.2890026
28400,29177.03585,90560,DebtCon,Other,6.839300252,0,1,174.4747237,0,19,24.49083911
10156.30953,183314,232345,DebtCon,ProfExe,1,0,0,300.9043101,1,32,42.3362269
14818.05283,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.76399378
28400,145138.4701,203751.2123,HomeImp,Other,9,0,0,119.0697634,1,42,41.67018774
28500,49461,15554.15745,DebtCon,Other,2.449172336,0,0,210.0250584,0,26,37.3017641
28500,73188,17159.04205,HomeImp,Other,5,,,123.6131744,11,21,44.52055475
28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.3249247
8857.029937,,41763,DebtCon,Other,9.655781926,1,,92.8669886,,13,21.901856
2400.333865,108293,130629.7596,DebtCon,Other,5,0,0,219.6152519,4,43,31.20973109
28500,84908,108385,DebtCon,Office,10,0,0,384.2850469,0,45,41.34201094
13990.61646,40832.39426,73248,DebtCon,Mgr,6.382600222,0,0,102.5670171,6,16,35.67150508
22827.61964,100145,130522,DebtCon,Office,10,0,0,137.9428692,0,29,39.07258918
28500,32569.67224,66625.10098,DebtCon,Mgr,1,,,115.2948111,,39,32.87512565
28500,29338,54132.69065,,Office,1.577274307,0,0,113.2059238,1,6,36.87709851
28600,31989.5422,20534.89553,DebtCon,Other,35,0,0,284.0838485,0,23,39.54773379
7260.828278,94165,100323.826,DebtCon,Office,10,0,1,137.8133309,0,28,42.08001604
28600,5863.120544,17134.52524,DebtCon,Other,0.523649519,0,0,193.0739135,1,24,40.65624858
28600,136546,185507,DebtCon,ProfExe,0,0,0,212.3140985,3,19,40.51680132
28600,26189,50103.55453,DebtCon,Other,36,0,0,287.4961733,0,23,38.6443946
3203.891487,24660.43161,35222.26518,DebtCon,Mgr,3.17770962,1,0,85.62551999,6,15,33.97581441
28600,32789.37266,77772.57293,DebtCon,ProfExe,6.864227577,0,0,165.090735,1,17,33.23130088
28600,31634,56032.89623,,Office,4.21411012,0,0,119.3620256,1,6,40.15941877
540.1572708,126189,47281.86304,DebtCon,ProfExe,19,0,2,239.2270359,0,26,31.01274893
543.9694152,107281,155268.1048,DebtCon,ProfExe,10,0,0,173.8358358,0,17,32.74036849
8508.091209,99554.45209,186685,DebtCon,Mgr,0,,,110.4950024,,39,30.85972433
24012.27212,48313.34492,24430.80368,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
2949.362837,12558.36175,62489.13379,DebtCon,ProfExe,5.689057758,0,0,263.7439223,0,32,40.21223483
28700,133188,90717.80391,DebtCon,ProfExe,1,1,0,223.3486635,1,19,41.13615926
28700,25190,59841,DebtCon,Office,1,0,1,201.1767833,0,11,35.72928694
4381.689452,2970.814419,222713.1613,HomeImp,Other,4.50706544,0,0,123.3967471,1,42,42.34547139
1119.470895,132019,27289.54702,DebtCon,Mgr,0,0,0,231.286134,1,24,35.49030567
28800,,71098.32145,DebtCon,Mgr,3.973813364,1,0,175.2063398,0,26,31.61203845
26684.72489,79400.92833,194243,HomeImp,Self,1.544482003,0,0,174.9770528,0,17,42.11254013
12229.30542,,41149.86391,DebtCon,Other,3.287815705,0,,84.72826796,,14,22.84166319
28800,93412.01615,39270.4032,DebtCon,Mgr,0.859303922,,,122.5038922,,39,30.33821943
11550.8525,18728.62622,43043.53769,DebtCon,Other,35,0,0,294.4200214,0,22,37.53746125
9645.213843,156532.7373,180022.7063,DebtCon,ProfExe,1.210632194,0,1,258.7333333,2,26,
28900,135770,129506.6247,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139
7111.118454,91683,127833,DebtCon,ProfExe,0,1,0,187.2424028,3,37,33.16875685
7646.174679,134509,13636.25378,DebtCon,ProfExe,0.255014356,0,0,247.8444526,2,27,20.61070665
28900,89945,124453,DebtCon,Other,0.725046403,0,0,194.9102495,2,25,42.71977457
28900,,44409.69686,DebtCon,Mgr,2.481083162,0,0,159.5500246,0,27,32.16500253
8335.837002,22572.3411,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006
28900,22258.38593,122190.4254,DebtCon,Mgr,2.97655657,0,0,205.8658949,0,13,41.65421132
8215.742006,3066.377574,25391.98135,DebtCon,Other,4,0,0,92.09054215,2,32,40.77888843
28900,77916,67550.47167,DebtCon,Office,2,0,0,290.7726081,1,23,39.09547645
27308.25825,26849.7539,107478.6705,DebtCon,Sales,2.006126479,0,0,302.2264177,1,30,33.3190619
7370.592435,13315.19125,49525,DebtCon,Other,36,0,0,288.6562467,0,24,39.60580772
29000,2321.571268,192445,HomeImp,Self,2,0,0,166.9485683,0,16,41.56383925
15496.9832,32109,49912,DebtCon,Other,2.845067285,0,0,278.5650034,1,23,39.79656076
29000,149900,8201.614227,,Self,4.202417025,4,4,131.9333333,1,29,
28401.35929,31736.37072,,HomeImp,ProfExe,8,0,1,189.7,1,33,
2264.831914,63507.52163,91851.62086,DebtCon,Other,1.376251808,0,6,114.6666667,4,12,
28380.84965,101824,,DebtCon,Mgr,4,2,4,186.7,0,14,
29200,116202,76105.96698,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984
5475.932125,32118.6553,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067
29200,87852.38514,180818,DebtCon,ProfExe,0.080272506,0,0,226.8611449,1,19,40.81730925
11671.4043,17066.88865,143000,DebtCon,Other,15,0,0,232.3333333,1,40,
9040.202647,228059,291314,DebtCon,ProfExe,16,0,1,259.6772021,2,26,28.17364554
15128.80025,45952.40118,97485.1274,HomeImp,Other,6,,,109.9150205,11,21,44.36917076
27740.29463,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289
8559.421427,29944.69426,21090.59444,DebtCon,Other,5,1,0,52.76653273,2,21,
29400,34256.29523,69657.62833,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889
29400,51522.15403,49261.79964,DebtCon,Other,1.916326618,0,0,222.858711,1,40,40.69741846
688.7268057,11796.04007,239157.4293,DebtCon,ProfExe,12.0534863,0,0,264.4315076,2,25,26.98136309
29500,50079,28001.95426,DebtCon,Office,0.938549087,0,0,147.9901182,2,19,38.139022
29500,41819.42205,25799.12947,DebtCon,Office,0,0,0,157.0263263,3,18,40.17061829
29500,13901.69449,169900,DebtCon,Mgr,8,0,0,138.9666667,1,23,
1298.605059,233916,286084.8388,DebtCon,ProfExe,15,0,1,259.7334653,2,25,25.10508606
29700,5134.196059,18289.24015,DebtCon,Office,0,0,0,161.276029,3,19,40.26196223
29700,100657,148653,DebtCon,Other,5.219430876,0,0,221.9253115,0,40,42.30290733
29800,134560,187551,DebtCon,ProfExe,0.156624215,0,0,225.0922987,1,19,39.21193749
21309.44571,127143.0928,290762,DebtCon,ProfExe,8.909796851,0,1,239.3216306,1,26,24.77798542
12447.65496,34000,362.2691251,DebtCon,Other,6.224070683,,,115.6666667,,24,
10094.33855,212134.0434,55061.50816,DebtCon,ProfExe,9.384925966,0,1,250.4910072,2,26,27.92066177
10584.7285,10046.17352,95860.59249,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.69974659
27662.75345,43218.12909,115000,DebtCon,Mgr,11,0,0,77.13333333,1,35,
24033.67301,16155.62332,,DebtCon,Other,1.213939142,2,0,81.13333333,11,10,
20997.1755,60963.6429,149751.8082,DebtCon,Mgr,0,0,0,237.5622414,1,24,35.04310052
30000,74975,118886,DebtCon,Mgr,6.7962513,0,0,85.0457549,0,34,26.34913193
30000,75595.56817,4578.058508,HomeImp,Other,2.611915803,,,114.5837225,10,21,43.29474364
30000,79044,35761.14765,DebtCon,Mgr,1.218583508,0,0,92.11887554,1,34,27.22498526
27715.34172,12223,13289.24758,DebtCon,Other,19.21237826,0,0,199.8333333,0,15,
18342.04999,187000,80167.08456,DebtCon,Other,11.24611326,0,0,156.6333333,0,23,
9125.685966,13501.90108,76000,DebtCon,Other,,,,288.3333333,0,16,
105.8180072,48000,97000,DebtCon,Office,1.110805207,0,0,173.5,2,25,
30000,182345.6528,240716.7258,DebtCon,ProfExe,5,0,1,209.3666667,0,30,
30000,4893.331532,34428.50575,DebtCon,Other,0,0,0,100.4666667,1,6,
8126.952084,,50000,HomeImp,Office,1.655726804,0,1,118.6666667,1,15,
30000,4673.84257,3795.158027,DebtCon,Mgr,4.776451497,4,5,147.8666667,0,28,
26708.33906,176000,216114.4717,DebtCon,ProfExe,0.998285646,1,0,198.8666667,2,13,
30000,,40317.03347,,,0,1,3,200.9333333,10,15,
27072.05813,38915.67823,135011.456,DebtCon,ProfExe,10,0,0,162.3840072,1,16,33.76030524
18395.55986,15214,26593.88444,DebtCon,Other,0.35017425,0,0,199.4697909,0,15,39.5498738
25067.78965,20000,5039.534284,DebtCon,Other,0.166272153,0,0,59.83333333,0,7,
30100,22864.08055,33275.70122,DebtCon,Other,0,0,0,81.8402502,0,6,13.40999565
30100,50422.98945,,HomeImp,Office,0.826740393,1,0,180.6801536,0,21,31.08912029
9257.536413,138322,186139,DebtCon,ProfExe,0.152545279,0,0,215.750868,2,19,39.1891416
30100,228006,100986.287,DebtCon,ProfExe,15,0,0,250.5398841,2,25,27.81329141
30100,78124,58331.44786,DebtCon,Mgr,6.868832855,0,0,73.75338352,1,35,26.40633196
8240.147936,29538.81316,15240.11706,DebtCon,Other,10,,,89.51626546,,24,34.03666376
30200,17085.07032,73500,DebtCon,Office,14,0,1,202.9666667,0,33,
30200,42100.12135,57589.15741,DebtCon,ProfExe,19,4,0,130.3603618,0,58,50.35299879
16067.21602,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
10442.0768,20956,39333,DebtCon,Other,0,1,0,73.39179752,0,7,13.49536737
25615.31161,80918.55823,148695,DebtCon,Other,11.90824207,0,0,239.918405,1,39,41.27520899
16841.52689,13387.72374,9320.262163,DebtCon,Other,1.144434408,,,121.0233134,,23,32.8045306
30300,69968.89205,144251.5379,DebtCon,ProfExe,0.86647831,1,0,248.980672,1,18,40.36185207
9301.152028,,50741.73928,,,0.384515482,1,3,187.7221845,10,15,2.594364447
30300,32950.07091,79302,DebtCon,Office,0,0,0,152.2027769,3,19,41.62936282
30300,109859,153240,DebtCon,ProfExe,3.458669541,0,0,172.6879798,0,17,34.54949648
20221.78798,18306,19560.42332,DebtCon,Other,1,0,0,95.18143755,1,6,37.58289841
30300,21572.09055,76525,DebtCon,Mgr,14,0,0,88.93446885,5,16,34.9372716
4643.281147,6433.818902,78829,DebtCon,Office,0,0,0,174.3637482,3,18,41.25679468
4666.358837,40386,68120,DebtCon,Mgr,12,1,0,98.82015368,5,15,34.02025719
18977.74323,19675.85308,49918.69269,DebtCon,Office,0,0,0,151.5970972,2,19,37.75387662
30400,55429,66327.31979,DebtCon,Office,3,0,0,182.4841642,1,25,35.15098079
10069.673,77246,80208.33087,DebtCon,Mgr,4.249598474,0,0,79.21417248,0,34,26.52174054
30500,57516,64177.0577,DebtCon,Office,3,0,0,166.1995272,2,24,37.81408909
30500,113822,35352.27354,DebtCon,ProfExe,10,0,0,165.7882784,0,16,31.16320701
13046.54925,9251.198692,50990.79728,DebtCon,Other,8.699400827,0,0,228.6103591,1,40,43.12276156
23010.60061,138082,55198.80116,DebtCon,ProfExe,2,1,0,219.2473072,1,19,40.87469852
20159.98414,10952,53025.29507,DebtCon,Other,0,0,0,91.95160351,1,6,37.69262438
30500,124225,158480.8985,DebtCon,Mgr,3.692837987,0,0,189.4391712,2,28,43.16839173
9887.309446,18375,36078.28252,DebtCon,Mgr,7.618601372,3,5,141.7031333,0,28,45.3547887
11055.71276,3851.679402,71898,DebtCon,Other,0.742661646,,,115.2108955,,24,33.07135028
30600,78355,124426,DebtCon,Mgr,11,0,0,81.22339757,1,34,25.94257777
8156.809926,231344,185809.934,DebtCon,ProfExe,5.851221598,0,1,202.5286035,0,29,15.82390006
30600,7400.056308,30854.2991,DebtCon,Office,0,0,0,156.4135697,3,19,40.61109433
30700,36804,4109.820249,DebtCon,Other,,,,289.3998161,0,15,42.21386978
24213.61221,4665.686368,64870,DebtCon,Other,0.80765562,0,0,99.70436212,1,5,36.69232406
30800,67437.27694,176389,DebtCon,Mgr,13,0,0,184.3193761,2,28,40.89430209
7554.553121,22543.11608,44735,DebtCon,Other,1,0,0,66.24471976,0,7,13.78396544
24553.45465,15428,45495,DebtCon,Other,9.096906009,0,0,200.5091243,0,15,42.38798551
30800,195221,78040.33182,DebtCon,Other,29,0,0,151.9574182,0,22,38.18102732
18112.35844,147577,61130.01113,DebtCon,Office,11,0,0,,0,0,42.36225264
25544.1228,21172,9766.241088,DebtCon,Other,16.65897126,0,0,208.4986963,0,15,41.35817107
30800,125787,19786.33985,DebtCon,Mgr,5.045212402,0,0,157.8776807,2,29,41.35097453
30800,54981,8852.89515,DebtCon,Office,2,0,0,165.0778474,2,19,41.23925628
30900,55763.89103,112167.8837,DebtCon,ProfExe,12,0,1,268.394238,1,26,26.24819069
14401.0415,95237.9146,290099.443,DebtCon,Other,28,0,0,150.9173633,0,22,37.23650784
4218.521131,106717,,DebtCon,Mgr,2.231906804,2,4,172.4323547,0,13,47.79590611
30900,190480,298239,DebtCon,Other,27,0,1,164.6048706,0,23,39.60145213
31000,133471,188154,DebtCon,ProfExe,0,0,0,218.5382606,2,18,40.31508349
31000,67794,103535,DebtCon,Mgr,3.594294605,0,1,116.8989899,1,31,44.06542878
31000,1985.165842,9737.839932,DebtCon,Other,4.62325854,,,112.8714443,,24,31.78445617
31000,118000,167000,DebtCon,ProfExe,10.42583542,0,0,127.0333333,1,17,
3249.59867,15999.61768,33891.86768,DebtCon,Mgr,20,2,0,127.3,1,14,
10621.611,13542,58827,DebtCon,Other,0,0,0,92.1329084,0,6,36.25696875
31000,13633.89185,103298,DebtCon,Office,0,0,0,175.6096146,2,25,38.09341464
31100,73386,108864,HomeImp,Other,5,,,119.5395184,10,21,42.82660083
28197.06074,108103.2479,188264,DebtCon,ProfExe,0.657162302,1,0,227.6518778,2,19,38.51864488
31200,1749.339662,46357,DebtCon,Other,0,0,0,62.41629688,0,6,15.02803747
25510.24949,234304,239920.3028,DebtCon,ProfExe,14,0,1,260.9197759,2,26,27.05723429
31200,14906,24675.03737,DebtCon,Other,0,0,0,80.35557059,0,5,35.03907537
176.7839313,124295,63799.65528,DebtCon,Mgr,8.114272975,0,0,171.2144163,1,27,43.17681901
27116.91192,10419.29222,46593.37555,DebtCon,Other,0,0,0,99.56044187,1,6,37.39411875
31200,38352,54080.58555,DebtCon,Mgr,21,1,0,116.4379076,0,14,35.38186329
16181.10159,33658,2951.598688,DebtCon,Other,,,,286.6962892,0,15,40.3573739
19145.35547,64152.22105,5822.448434,DebtCon,ProfExe,1.327429936,0,0,140.4494714,0,16,27.6899107
17509.70994,188655,115048.536,DebtCon,Other,1.965256761,0,0,153.0868546,0,22,40.29677071
30648.50948,106960,144201,DebtCon,Other,7.375995676,0,0,230.4130352,0,40,42.66665957
13201.7443,2951.863743,18788.34716,DebtCon,Other,30,0,0,205.4598874,0,15,41.97900067
3425.148698,16209,62450,DebtCon,Other,0.423811442,0,0,108.3876577,1,6,38.12127507
13430.23209,37750,76204,DebtCon,Other,,,,268.2649306,0,16,41.44876331
27129.66474,13931.64598,,DebtCon,,12,1,2,110.6333333,4,20,
25133.70914,6521.286903,,HomeImp,,0.852911346,6,1,57.83333333,0,8,
